ID	漢字	部首	画数	音読	訓読	級
1803100	継	糸	13	[ケイ]	[[つ,ぐ]]	4
1454300	御	彳	12	[ギョ,ゴ]	[[おん]]	4
1201600	奇	大	8	[キ]	[]	4
754800	介	人	4	[カイ]	[]	4
301700	隠	阝	14	[イン]	[[かく,す],[かく,れる]]	4
3860400	征	彳	8	[セイ]	[]	4
3547500	殖	歹	12	[ショク]	[[ふ,える],[ふ,やす]]	4
3100600	秀	禾	7	[シュウ]	[[ひい,でる]]	4
2740800	伺	亻	7	[シ]	[[うかが,う]]	4
2185800	更	曰	7	[コウ]	[[さら],[ふ,ける],[ふ,かす]]	4
1830800	迎	辶	7	[ゲイ]	[[むか,える]]	4
1473600	凶	凵	4	[キョウ]	[]	4
1208400	祈	礻	8	[キ]	[[いの,る]]	4
769000	戒	戈	7	[カイ]	[[いまし,める]]	4
397900	影	彡	15	[エイ]	[[かげ]]	4
3972400	跡	足	13	[セキ]	[[あと]]	4
3552100	飾	食	13	[ショク]	[[かざ,る]]	4
3156800	襲	衣	22	[シュウ]	[[おそ,う]]	4
2752200	刺	刂	8	[シ]	[[さ,す],[さ,さる]]	4
2210600	恒	忄	9	[コウ]	[]	4
1844000	撃	手	15	[ゲキ]	[[う,つ]]	4
1481800	叫	口	6	[キョウ]	[[さけ,ぶ]]	4
1229700	鬼	鬼	10	[キ]	[[おに]]	4
796100	皆	白	9	[カイ]	[[みな]]	4
400100	鋭	金	15	[エイ]	[[するど,い]]	4
4038500	占	卜	5	[セン]	[[し,める],[うらな,う]]	4
3550000	触	角	13	[ショク]	[[ふ,れる],[さわ,る]]	4
3172800	柔	木	9	[ジュウ,ニュウ]	[[やわ,らか],[やわ,らかい]]	4
2785300	脂	月	10	[シ]	[[あぶら]]	4
2223800	荒	艹	9	[コウ]	[[あら,い],[あ,れる],[あ,らす]]	4
1903200	肩	肉	8	[ケン]	[[かた]]	4
1485400	狂	犭	7	[キョウ]	[[くる,う],[くる,おしい]]	4
1248400	幾	幺	12	[キ]	[[いく]]	4
825600	壊	土	16	[カイ]	[[こわ,す],[こわ,れる]]	4
426000	越	走	12	[エツ]	[[こ,す],[こ,える]]	4
7271500	麗	鹿	19	[レイ]	[[うるわ,しい]]	4
6966700	腰	月	13	[ヨウ]	[[こし]]	4
6588000	漫	氵	14	[マン]	[]	4
6209100	柄	木	9	[ヘイ]	[[がら],[え]]	4
5877000	微	彳	13	[ビ]	[]	4
5639900	薄	艹	16	[ハク]	[[うす,い],[うす,める],[うす,まる],[うす,らぐ],[うす,れる]]	4
5219600	稲	禾	14	[トウ]	[[いね],[いな]]	4
5004300	滴	氵	14	[テキ]	[[しずく],[したた,る]]	4
4602900	淡	氵	11	[タン]	[[あわ,い]]	4
4066300	扇	戸	10	[セン]	[[おうぎ]]	4
7277300	暦	日	14	[レキ]	[[こよみ]]	4
6974300	踊	足	14	[ヨウ]	[[おど,る],[おど,り]]	4
6624100	妙	女	7	[ミョウ]	[]	4
6234800	壁	土	16	[ヘキ]	[[かべ]]	4
5901300	匹	匸	4	[ヒツ]	[[ひき]]	4
5656500	爆	火	19	[バク]	[]	4
5226400	踏	足	15	[トウ]	[[ふ,む],[ふ,まえる]]	4
5061100	添	氵	11	[テン]	[[そ,える],[そ,う]]	4
4614300	嘆	口	13	[タン]	[[なげ,く],[なげ,かわしい]]	4
4117400	鮮	魚	17	[セン]	[[あざ,やか]]	4
7287100	劣	力	6	[レツ]	[[おと,る]]	4
6980700	謡	訁	16	[ヨウ]	[[うたい],[うた,う]]	4
6633100	眠	目	10	[ミン]	[[ねむ,る],[ねむ,い]]	4
6303900	捕	扌	10	[ホ]	[[と,らえる],[と,らわれる],[と,る],[つか,まえる],[つか,まる]]	4
5961300	描	扌	11	[ビョウ]	[[えが,く],[か,く]]	4
5693400	髪	髟	14	[ハツ]	[[かみ]]	4
5243700	闘	門	18	[トウ]	[[たたか,う]]	4
5091500	殿	殳	13	[デン,テン]	[[との],[どの]]	4
4617700	端	立	14	[タン]	[[はし],[は],[はた]]	4
4184100	訴	訁	12	[ソ]	[[うった,える]]	4
7289600	烈	灬	10	[レツ]	[]	4
6999600	翼	羽	17	[ヨク]	[[つばさ]]	4
6634200	矛	矛	5	[ム]	[[ほこ]]	4
6315500	舗	舌	15	[ホ]	[]	4
5975600	浜	氵	10	[ヒン]	[[はま]]	4
5698600	抜	扌	7	[バツ]	[[ぬ,く],[ぬ,ける],[ぬ,かす],[ぬ,かる]]	4
5265900	胴	月	10	[ドウ]	[]	4
5100500	吐	口	6	[ト]	[[は,く]]	4
4647800	弾	弓	12	[ダン]	[[ひ,く],[はず,む],[たま]]	4
4260800	僧	亻	13	[ソウ]	[]	4
7292200	恋	心	10	[レン]	[[こ,う],[こい],[こい,しい]]	4
7024700	雷	雨	13	[ライ]	[[かみなり]]	4
6654300	霧	雨	19	[ム]	[[きり]]	4
6351800	抱	扌	8	[ホウ]	[[だ,く],[いだ,く],[かか,える]]	4
5989500	敏	攵	10	[ビン]	[]	4
5703400	罰	罒	14	[バツ,バチ]	[]	4
5290100	峠	山	9	[]	[[とうげ]]	4
5113100	途	辶	10	[ト]	[]	4
4676500	恥	心	10	[チ]	[[は,じる],[はじ],[は,じらう],[は,ずかしい]]	4
4297100	燥	火	17	[ソウ]	[]	4
7334700	露	雨	21	[ロ,ロウ]	[[つゆ]]	4
7029200	頼	頁	16	[ライ]	[[たの,む],[たの,もしい],[たよ,る]]	4
6660400	娘	女	10	[]	[[むすめ]]	4
6373900	峰	山	10	[ホウ]	[[みね]]	4
6031100	怖	忄	8	[フ]	[[こわ,い]]	4
5749900	般	舟	10	[ハン]	[]	4
5332800	突	穴	8	[トツ]	[[つ,く]]	4
5119900	渡	氵	12	[ト]	[[わた,る],[わた,す]]	4
4677800	致	至	10	[チ]	[[いた,す]]	4
4307100	騒	馬	18	[ソウ]	[[さわ,ぐ]]	4
7353100	郎	阝	9	[ロウ]	[]	4
7033900	絡	糸	12	[ラク]	[[から,む],[から,まる],[から,める]]	4
6716000	茂	艹	8	[モ]	[[しげ,る]]	4
6376700	砲	石	10	[ホウ]	[]	4
6043200	浮	氵	10	[フ]	[[う,く],[う,かれる],[う,かぶ],[う,かべる]]	4
5752100	販	貝	11	[ハン]	[]	4
5364200	鈍	金	12	[ドン]	[[にぶ,い],[にぶ,る]]	4
5134300	奴	女	5	[ド]	[]	4
4681400	遅	辶	12	[チ]	[[おく,れる],[おく,らす],[おそ,い]]	4
4325600	贈	貝	18	[ゾウ,ソウ]	[[おく,る]]	4
7421000	惑	心	12	[ワク]	[[まど,う]]	4
7063400	欄	木	20	[ラン]	[]	4
6729900	猛	犭	11	[モウ]	[]	4
6418400	忙	忄	6	[ボウ]	[[いそが,しい]]	4
6056200	普	日	12	[フ]	[]	4
5757800	搬	扌	13	[ハン]	[]	4
5367800	曇	日	16	[ドン]	[[くも,る]]	4
5140700	怒	心	9	[ド]	[[いか,る],[おこ,る]]	4
4703500	蓄	艹	13	[チク]	[[たくわ,える]]	4
4330600	即	卩	7	[ソク]	[]	4
7434400	腕	月	12	[ワン]	[[うで]]	4
7095000	離	隹	18	[リ]	[[はな,れる],[はな,す]]	4
6733500	網	糸	14	[モウ]	[[あみ]]	4
6420700	坊	土	7	[ボウ,ボッ]	[]	4
6062300	腐	肉	14	[フ]	[[くさ,る],[くさ,れる],[くさ,らす]]	4
5765300	範	竹	15	[ハン]	[]	4
5424700	弐	弋	6	[ニ]	[]	4
5161900	到	刂	8	[トウ]	[]	4
4819600	跳	足	13	[チョウ]	[[は,ねる],[と,ぶ]]	4
4353400	俗	亻	9	[ゾク]	[]	4
7134300	粒	米	11	[リュウ]	[[つぶ]]	4
6748600	黙	黒	15	[モク]	[[だま,る]]	4
6429600	肪	月	8	[ボウ]	[]	4
6065500	敷	攵	15	[フ]	[[し,く]]	4
5767300	繁	糸	16	[ハン]	[]	4
5494700	悩	忄	10	[ノウ]	[[なや,む],[なや,ます]]	4
5168000	逃	辶	9	[トウ]	[[に,げる],[に,がす],[のが,す],[のが,れる]]	4
4820900	徴	彳	14	[チョウ]	[]	4
4443300	耐	而	9	[タイ]	[[た,える]]	4
7148600	慮	心	15	[リョ]	[]	4
6770300	紋	糸	10	[モン]	[]	4
6433700	冒	曰	9	[ボウ]	[[おか,す]]	4
6066800	膚	肉	15	[フ]	[]	4
5785100	盤	皿	15	[バン]	[]	4
5505200	濃	氵	16	[ノウ]	[[こ,い]]	4
5169800	倒	亻	10	[トウ]	[[たお,れる],[たお,す]]	4
4831400	澄	氵	15	[チョウ]	[[す,む],[す,ます]]	4
4457800	替	曰	12	[タイ]	[[か,える],[か,わる]]	4
7187700	療	疒	17	[リョウ]	[]	4
6808900	躍	足	21	[ヤク]	[[おど,る]]	4
6445200	傍	亻	12	[ボウ]	[[かたわ,ら]]	4
6067600	賦	貝	15	[フ]	[]	4
5802500	彼	彳	8	[ヒ]	[[かれ],[かの]]	4
5558500	杯	木	8	[ハイ]	[[さかずき]]	4
5175300	唐	口	10	[トウ]	[[から]]	4
4859500	沈	氵	7	[チン]	[[しず,む],[しず,める]]	4
4524900	沢	氵	7	[タク]	[[さわ]]	4
7213100	隣	阝	16	[リン]	[[とな,る],[となり]]	4
6879300	雄	隹	12	[ユウ]	[[お],[おす]]	4
6447900	帽	巾	12	[ボウ]	[]	4
6082200	舞	舛	15	[ブ]	[[ま,う],[まい]]	4
5823500	疲	疒	10	[ヒ]	[[つか,れる]]	4
5583500	輩	車	15	[ハイ]	[]	4
5180900	桃	木	10	[トウ]	[[もも]]	4
4864800	珍	王	9	[チン]	[[めずら,しい]]	4
4528500	拓	扌	8	[タク]	[]	4
7227300	涙	氵	10	[ルイ]	[[なみだ]]	4
6904500	与	一	3	[ヨ]	[[あた,える]]	4
6516400	凡	几	3	[ボン,ハン]	[]	4
6109100	幅	巾	12	[フク]	[[はば]]	4
5828100	被	衤	10	[ヒ]	[[こうむ,る]]	4
5624800	拍	扌	8	[ハク,ヒョウ]	[]	4
5184800	透	辶	10	[トウ]	[[す,く],[す,かす],[す,ける]]	4
4950300	抵	扌	8	[テイ]	[]	4
4540600	濁	氵	16	[ダク]	[[にご,る],[にご,す]]	4
7265900	隷	隶	16	[レイ]	[]	4
6917400	誉	言	13	[ヨ]	[[ほま,れ]]	4
6518500	盆	皿	9	[ボン]	[]	4
6136600	払	扌	5	[フツ]	[[はら,う]]	4
5850800	避	辶	16	[ヒ]	[[さ,ける]]	4
5626100	泊	氵	8	[ハク]	[[と,まる],[と,める]]	4
5192100	盗	皿	11	[トウ]	[[ぬす,む]]	4
4971700	堤	土	12	[テイ]	[[つつみ]]	4
4564000	脱	月	11	[ダツ]	[[ぬ,ぐ],[ぬ,げる]]	4
7269000	齢	歯	17	[レイ]	[]	4
6963700	溶	氵	13	[ヨウ]	[[と,ける],[と,かす],[と,く]]	4
6586900	慢	忄	14	[マン]	[]	4
6167600	噴	口	15	[フン]	[[ふ,く]]	4
5859500	尾	尸	7	[ビ]	[[お]]	4
5627300	迫	辶	8	[ハク]	[[せま,る]]	4
5197200	塔	土	12	[トウ]	[]	4
5003000	摘	扌	14	[テキ]	[[つ,む]]	4
4584200	丹	丶	4	[タン]	[]	4
3898700	婿	女	12	[セイ]	[[むこ]]	3
3530200	譲	訁	20	[ジョウ]	[[ゆず,る]]	3
3061300	殊	歹	10	[シュ]	[[こと]]	3
2564900	削	刂	9	[サク]	[[けず,る]]	3
2195500	拘	扌	8	[コウ]	[]	3
1813000	憩	心	16	[ケイ]	[[いこ,い],[いこ,う]]	3
1342300	喫	口	12	[キツ]	[]	3
1066300	貫	貝	11	[カン]	[[つらぬ,く]]	3
751000	餓	食	15	[ガ]	[]	3
14800	哀	口	9	[アイ]	[[あわ,れ],[あわ,れむ]]	3
3928300	請	訁	15	[セイ,シン]	[[こ,う],[う,ける]]	3
3553200	嘱	口	15	[ショク]	[]	3
3076900	寿	寸	7	[ジュ]	[[ことぶき]]	3
2575900	搾	扌	13	[サク]	[[しぼ,る]]	3
2228000	郊	阝	9	[コウ]	[]	3
1825700	鶏	鳥	19	[ケイ]	[[にわとり]]	3
1354000	虐	虍	9	[ギャク]	[[しいた,げる]]	3
1068100	喚	口	12	[カン]	[]	3
775800	怪	忄	8	[カイ]	[[あや,しい],[あや,しむ]]	3
173100	慰	心	15	[イ]	[[なぐさ,める],[なぐさ,む]]	3
3947300	斥	斤	5	[セキ]	[]	3
3561600	辱	辰	10	[ジョク]	[[はずかし,める]]	3
3268000	潤	氵	15	[ジュン]	[[うるお,う],[うるお,す],[うる,む]]	3
2579100	錯	金	16	[サク]	[]	3
2261300	控	扌	11	[コウ]	[[ひか,える]]	3
1834600	鯨	魚	19	[ゲイ]	[[くじら]]	3
1436100	虚	虍	11	[キョ,コ]	[]	3
1076800	換	扌	12	[カン]	[[か,える],[か,わる]]	3
782100	悔	忄	9	[カイ]	[[く,いる],[く,やむ],[くや,しい]]	3
395000	詠	訁	12	[エイ]	[[よ,む]]	3
3965500	隻	隹	10	[セキ]	[]	3
3584200	伸	亻	7	[シン]	[[の,びる],[の,ばす],[の,べる]]	3
3270200	遵	辶	15	[ジュン]	[]	3
2601800	撮	扌	15	[サツ]	[[と,る]]	3
2274800	慌	忄	12	[コウ]	[[あわ,てる],[あわ,ただしい]]	3
1911400	倹	亻	10	[ケン]	[]	3
1498200	峡	山	9	[キョウ]	[]	3
1078300	敢	攵	12	[カン]	[]	3
813000	塊	土	13	[カイ]	[[かたまり]]	3
424700	悦	忄	10	[エツ]	[]	3
3966800	惜	忄	11	[セキ]	[[お,しい],[お,しむ]]	3
3594700	辛	辛	7	[シン]	[[から,い]]	3
3313800	如	女	6	[ジョ,ニョ]	[]	3
2603600	擦	扌	17	[サツ]	[[す,る],[す,れる]]	3
2278500	硬	石	12	[コウ]	[[かた,い]]	3
1964100	賢	貝	16	[ケン]	[[かしこ,い]]	3
1512900	脅	肉	10	[キョウ]	[[おびや,かす],[おど,す],[おど,かす]]	3
1116800	緩	糸	15	[カン]	[[ゆる,い],[ゆる,やか],[ゆる,む],[ゆる,める]]	3
859600	慨	忄	13	[ガイ]	[]	3
429900	閲	門	15	[エツ]	[]	3
3982000	籍	竹	20	[セキ]	[]	3
3661400	審	宀	15	[シン]	[]	3
3324600	徐	彳	10	[ジョ]	[]	3
2688600	暫	日	15	[ザン]	[]	3
2280800	絞	糸	12	[コウ]	[[しぼ,る],[し,める],[し,まる]]	3
1986200	幻	幺	4	[ゲン]	[[まぼろし]]	3
1568000	凝	冫	16	[ギョウ]	[[こ,る],[こ,らす]]	3
1178800	企	人	6	[キ]	[[くわだ,てる]]	3
863700	該	訁	13	[ガイ]	[]	3
444600	炎	火	8	[エン]	[[ほのお]]	3
4006400	摂	扌	13	[セツ]	[]	3
3743500	炊	火	8	[スイ]	[[た,く]]	3
3350600	匠	匚	6	[ショウ]	[]	3
2759500	祉	礻	8	[シ]	[]	3
2304100	綱	糸	14	[コウ]	[[つな]]	3
2042800	孤	子	9	[コ]	[]	3
1595900	斤	斤	4	[キン]	[]	3
1196700	忌	心	7	[キ]	[[い,む],[い,まわしい]]	3
864600	概	木	14	[ガイ]	[]	3
451100	宴	宀	10	[エン]	[]	3
4099500	潜	氵	15	[セン]	[[ひそ,む],[もぐ,る]]	3
3745600	粋	米	10	[スイ]	[[いき]]	3
3362700	昇	日	8	[ショウ]	[[のぼ,る]]	3
2772400	施	方	9	[シ,セ]	[[ほどこ,す]]	3
2307900	酵	酉	14	[コウ]	[]	3
2045200	弧	弓	9	[コ]	[]	3
1635200	緊	糸	15	[キン]	[]	3
1213100	軌	車	9	[キ]	[]	3
897500	郭	阝	11	[カク]	[]	3
519000	欧	欠	8	[オウ]	[]	3
4151800	繕	糸	18	[ゼン]	[[つくろ,う]]	3
3747300	衰	衣	10	[スイ]	[[おとろ,える]]	3
3407600	掌	手	12	[ショウ]	[]	3
2836400	諮	訁	16	[シ]	[[はか,る]]	3
2367000	克	儿	7	[コク]	[]	3
2067600	雇	隹	12	[コ]	[[やと,う]]	3
1676400	愚	心	13	[グ]	[[おろ,か]]	3
1219300	既	旡	10	[キ]	[[すで,に]]	3
903200	隔	阝	13	[カク]	[[へだ,てる],[へだ,たる]]	3
520100	殴	殳	8	[オウ]	[[なぐ,る]]	3
4157600	阻	阝	8	[ソ]	[[はば,む]]	3
3753900	酔	酉	11	[スイ]	[[よ,う]]	3
3409600	晶	日	12	[ショウ]	[]	3
2869100	侍	亻	8	[ジ]	[[さむらい]]	3
2388400	獄	犭	14	[ゴク]	[]	3
2079000	顧	頁	21	[コ]	[[かえり,みる]]	3
1690000	偶	亻	11	[グウ]	[]	3
1252800	棋	木	12	[キ]	[]	3
918100	穫	禾	18	[カク]	[]	3
578500	乙	乙	1	[オツ]	[]	3
4170500	措	扌	11	[ソ]	[]	3
3757000	遂	辶	12	[スイ]	[[と,げる]]	3
3413900	焦	灬	12	[ショウ]	[[こ,げる],[こ,がす],[こ,がれる],[あせ,る]]	3
2884600	慈	心	13	[ジ]	[[いつく,しむ]]	3
2426000	恨	忄	9	[コン]	[[うら,む],[うら,めしい]]	3
2104500	娯	女	10	[ゴ]	[]	3
1693000	遇	辶	12	[グウ]	[]	3
1261100	棄	木	13	[キ]	[]	3
927500	岳	山	8	[ガク]	[[たけ]]	3
594500	卸	卩	9	[]	[[おろ,す],[おろし]]	3
4171600	粗	米	11	[ソ]	[[あら,い]]	3
3762400	穂	禾	15	[スイ]	[[ほ]]	3
3448200	衝	行	15	[ショウ]	[]	3
2909700	軸	車	12	[ジク]	[]	3
2438400	紺	糸	11	[コン]	[]	3
2105200	悟	忄	10	[ゴ]	[[さと,る]]	3
1752400	刑	刂	6	[ケイ]	[]	3
1290700	騎	馬	18	[キ]	[]	3
940800	掛	扌	11	[]	[[か,ける],[か,かる],[かかり]]	3
607600	穏	禾	16	[オン]	[[おだ,やか]]	3
4191700	礎	石	18	[ソ]	[[いしずえ]]	3
3769700	随	阝	12	[ズイ]	[]	3
3474700	鐘	金	20	[ショウ]	[[かね]]	3
2927600	疾	疒	10	[シツ]	[]	3
2445100	魂	鬼	14	[コン]	[[たましい]]	3
2137200	孔	子	4	[コウ]	[]	3
1765100	契	大	9	[ケイ]	[[ちぎ,る]]	3
1306400	欺	欠	12	[ギ]	[[あざむ,く]]	3
977200	滑	氵	13	[カツ,コツ]	[[すべ,る],[なめ,らか]]	3
654600	佳	亻	8	[カ]	[]	3
4195600	双	又	4	[ソウ]	[[ふた]]	3
3775900	髄	骨	19	[ズイ]	[]	3
3489900	冗	冖	4	[ジョウ]	[]	3
2933100	湿	氵	12	[シツ]	[[しめ,る],[しめ,す]]	3
2446200	墾	土	16	[コン]	[]	3
2141400	巧	工	5	[コウ]	[[たく,み]]	3
1776200	啓	口	11	[ケイ]	[]	3
1319600	犠	牛	17	[ギ]	[]	3
1031400	肝	月	7	[カン]	[[きも]]	3
666600	架	木	9	[カ]	[[か,ける],[か,かる]]	3
4235900	桑	木	10	[ソウ]	[[くわ]]	3
3817000	瀬	氵	19	[]	[[せ]]	3
3524500	嬢	女	16	[ジョウ]	[]	3
2980500	赦	赤	11	[シャ]	[]	3
2530000	債	亻	13	[サイ]	[]	3
2148100	甲	田	5	[コウ,カン]	[]	3
1777800	掲	扌	11	[ケイ]	[[かか,げる]]	3
1327100	菊	艹	11	[キク]	[]	3
1040000	冠	冖	9	[カン]	[[かんむり]]	3
684000	華	艹	10	[カ,ケ]	[[はな]]	3
4242500	掃	扌	11	[ソウ]	[[は,く]]	3
3878200	牲	牛	9	[セイ]	[]	3
3525600	錠	金	16	[ジョウ]	[]	3
2993400	邪	阝	8	[ジャ]	[]	3
2531100	催	亻	13	[サイ]	[[もよお,す]]	3
2179200	坑	土	7	[コウ]	[]	3
1801400	携	扌	13	[ケイ]	[[たずさ,える],[たずさ,わる]]	3
1335600	吉	口	6	[キチ,キツ]	[]	3
1061300	勘	力	11	[カン]	[]	3
701000	嫁	女	13	[カ]	[[よめ],[とつ,ぐ]]	3
7247000	励	力	7	[レイ]	[[はげ,む],[はげ,ます]]	3
6861000	幽	幺	9	[ユウ]	[]	3
6416500	乏	丿	4	[ボウ]	[[とぼ,しい]]	3
6101900	伏	亻	6	[フク]	[[ふ,せる],[ふ,す]]	3
5653600	縛	糸	16	[バク]	[[しば,る]]	3
4956900	訂	訁	9	[テイ]	[]	3
4596100	胆	月	9	[タン]	[]	3
4256700	葬	艹	12	[ソウ]	[[ほうむ,る]]	3
7256600	零	雨	13	[レイ]	[]	3
6885700	誘	訁	14	[ユウ]	[[さそ,う]]	3
6421900	妨	女	7	[ボウ]	[[さまた,げる]]	3
6123600	覆	覀	18	[フク]	[[おお,う],[くつがえ,す],[くつがえ,る]]	3
5697600	伐	亻	6	[バツ]	[]	3
4985800	締	糸	15	[テイ]	[[し,まる],[し,める]]	3
4632100	鍛	金	17	[タン]	[[きた,える]]	3
4286300	遭	辶	14	[ソウ]	[[あ,う]]	3
7260100	霊	雨	15	[レイ,リョウ]	[[たま]]	3
6887500	憂	心	15	[ユウ]	[[うれ,える],[うれ,い],[う,い]]	3
6428000	房	戸	8	[ボウ]	[[ふさ]]	3
6163900	紛	糸	10	[フン]	[[まぎ,れる],[まぎ,らす],[まぎ,らわす],[まぎ,らわしい]]	3
5733800	帆	巾	6	[ハン]	[[ほ]]	3
5019200	哲	口	10	[テツ]	[]	3
4655500	壇	土	16	[ダン,タン]	[]	3
4321900	憎	忄	14	[ゾウ]	[[にく,む],[にく,い],[にく,らしい],[にく,しみ]]	3
7291100	裂	衣	12	[レツ]	[[さ,く],[さ,ける]]	3
6952000	揚	扌	12	[ヨウ]	[[あ,げる],[あ,がる]]	3
6434800	某	木	9	[ボウ]	[]	3
6169300	墳	土	15	[フン]	[]	3
5736600	伴	亻	7	[ハン,バン]	[[ともな,う]]	3
5099100	斗	斗	4	[ト]	[]	3
4686000	稚	禾	13	[チ]	[]	3
4339700	促	亻	9	[ソク]	[[うなが,す]]	3
7301600	廉	广	13	[レン]	[]	3
6953900	揺	扌	12	[ヨウ]	[[ゆ,れる],[ゆ,る],[ゆ,らぐ],[ゆ,るぐ],[ゆ,する],[ゆ,さぶる],[ゆ,すぶる]]	3
6458900	膨	月	16	[ボウ]	[[ふく,らむ],[ふく,れる]]	3
6237000	癖	疒	18	[ヘキ]	[[くせ]]	3
5749000	畔	田	10	[ハン]	[]	3
5121900	塗	土	13	[ト]	[[ぬ,る]]	3
4699900	畜	田	10	[チク]	[]	3
4362000	賊	貝	13	[ゾク]	[]	3
7311900	錬	金	16	[レン]	[]	3
6979700	擁	扌	16	[ヨウ]	[]	3
6460500	謀	訁	16	[ボウ,ム]	[[はか,る]]	3
6325800	募	力	12	[ボ]	[[つの,る]]	3
5771800	藩	艹	18	[ハン]	[]	3
5173100	凍	冫	10	[トウ]	[[こお,る],[こご,える]]	3
4708000	窒	穴	11	[チツ]	[]	3
